name,type,url,dicname
CMIP5_CanESM2_r1i1p1_historical,projection,https://data.meteo.unican.es/thredds/dodsC/devel/atlas/cmip5/historical/historical_day_CanESM2_r1i1p1.ncml,CMIP5.dic
CMIP5_CanESM2_r1i1p1_rcp45,projection,https://data.meteo.unican.es/thredds/dodsC/devel/atlas/cmip5/rcp45/rcp45_day_CanESM2_r1i1p1.ncml,CMIP5.dic
CMIP5_CanESM2_r1i1p1_rcp85,projection,https://data.meteo.unican.es/thredds/dodsC/devel/atlas/cmip5/rcp85/rcp85_day_CanESM2_r1i1p1.ncml,CMIP5.dic
CMIP5_CNRM-CM5_r1i1p1_historical,projection,https://data.meteo.unican.es/thredds/dodsC/devel/atlas/cmip5/historical/historical_day_CNRM-CM5_r1i1p1.ncml,CMIP5.dic
CMIP5_CNRM-CM5_r1i1p1_rcp45,projection,https://data.meteo.unican.es/thredds/dodsC/devel/atlas/cmip5/rcp45/rcp45_day_CNRM-CM5_r1i1p1.ncml,CMIP5.dic
CMIP5_CNRM-CM5_r1i1p1_rcp85,projection,https://data.meteo.unican.es/thredds/dodsC/devel/atlas/cmip5/rcp85/rcp85_day_CNRM-CM5_r1i1p1.ncml,CMIP5.dic
CMIP5_IPSL-CM5A-MR_r1i1p1_historical,projection,https://data.meteo.unican.es/thredds/dodsC/devel/atlas/cmip5/historical/historical_day_IPSL-CM5A-MR_r1i1p1.ncml,CMIP5.dic
CMIP5_IPSL-CM5A-MR_r1i1p1_rcp45,projection,https://data.meteo.unican.es/thredds/dodsC/devel/atlas/cmip5/rcp45/rcp45_day_IPSL-CM5A-MR_r1i1p1.ncml,CMIP5.dic
CMIP5_IPSL-CM5A-MR_r1i1p1_rcp85,projection,https://data.meteo.unican.es/thredds/dodsC/devel/atlas/cmip5/rcp85/rcp85_day_IPSL-CM5A-MR_r1i1p1.ncml,CMIP5.dic
CMIP5_MIROC-ESM_r1i1p1_historical,projection,https://data.meteo.unican.es/thredds/dodsC/devel/atlas/cmip5/historical/historical_day_MIROC-ESM_r1i1p1.ncml,CMIP5.dic
CMIP5_MIROC-ESM_r1i1p1_rcp45,projection,https://data.meteo.unican.es/thredds/dodsC/devel/atlas/cmip5/rcp45/rcp45_day_MIROC-ESM_r1i1p1.ncml,CMIP5.dic
