name,type,url,dicname
CORDEXi-AFR-22_CCCma-CanESM2_historical_r1i1p1_CCCma-CanRCM4_r2,projection,/gpfs/external/IPCC/2018_IPCC/data/CORDEX/interp/ncml/cordex/output/AFR-22/CCCma/CCCma-CanESM2/historical/CCCma-CanRCM4/r2/day/CORDEX_output_AFR-22_CCCma-CanESM2_historical_r1i1p1_CCCma-CanRCM4_r2_day.ncml,CORDEX.dic
CORDEXi-AFR-22_CCCma-CanESM2_rcp45_r1i1p1_CCCma-CanRCM4_r2,projection,/gpfs/external/IPCC/2018_IPCC/data/CORDEX/interp/ncml/cordex/output/AFR-22/CCCma/CCCma-CanESM2/rcp45/CCCma-CanRCM4/r2/day/CORDEX_output_AFR-22_CCCma-CanESM2_rcp45_r1i1p1_CCCma-CanRCM4_r2_day.ncml,CORDEX.dic
CORDEXi-AFR-22_CCCma-CanESM2_rcp85_r1i1p1_CCCma-CanRCM4_r2,projection,/gpfs/external/IPCC/2018_IPCC/data/CORDEX/interp/ncml/cordex/output/AFR-22/CCCma/CCCma-CanESM2/rcp85/CCCma-CanRCM4/r2/day/CORDEX_output_AFR-22_CCCma-CanESM2_rcp85_r1i1p1_CCCma-CanRCM4_r2_day.ncml,CORDEX.dic
CORDEXi-AFR-22_ECMWF-ERAINT_evaluation_r1i1p1_CCCma-CanRCM4_r2,projection,/gpfs/external/IPCC/2018_IPCC/data/CORDEX/interp/ncml/cordex/output/AFR-22/CCCma/ECMWF-ERAINT/evaluation/CCCma-CanRCM4/r2/day/CORDEX_output_AFR-22_ECMWF-ERAINT_evaluation_r1i1p1_CCCma-CanRCM4_r2_day.ncml,CORDEX.dic
CORDEXi-AFR-22_ECMWF-ERAINT_evaluation_r1i1p1_CLMcom-KIT-CCLM5-0-15_v1,projection,/gpfs/external/IPCC/2018_IPCC/data/CORDEX/interp/ncml/cordex/output/AFR-22/CLMcom-KIT/ECMWF-ERAINT/evaluation/CLMcom-KIT-CCLM5-0-15/v1/day/CORDEX_output_AFR-22_ECMWF-ERAINT_evaluation_r1i1p1_CLMcom-KIT-CCLM5-0-15_v1_day.ncml,CORDEX.dic
CORDEXi-AFR-22_MOHC-HadGEM2-ES_historical_r1i1p1_CLMcom-KIT-CCLM5-0-15_v1,projection,/gpfs/external/IPCC/2018_IPCC/data/CORDEX/interp/ncml/cordex/output/AFR-22/CLMcom-KIT/MOHC-HadGEM2-ES/historical/CLMcom-KIT-CCLM5-0-15/v1/day/CORDEX_output_AFR-22_MOHC-HadGEM2-ES_historical_r1i1p1_CLMcom-KIT-CCLM5-0-15_v1_day.ncml,CORDEX.dic
CORDEXi-AFR-22_MOHC-HadGEM2-ES_rcp26_r1i1p1_CLMcom-KIT-CCLM5-0-15_v1,projection,/gpfs/external/IPCC/2018_IPCC/data/CORDEX/interp/ncml/cordex/output/AFR-22/CLMcom-KIT/MOHC-HadGEM2-ES/rcp26/CLMcom-KIT-CCLM5-0-15/v1/day/CORDEX_output_AFR-22_MOHC-HadGEM2-ES_rcp26_r1i1p1_CLMcom-KIT-CCLM5-0-15_v1_day.ncml,CORDEX.dic
CORDEXi-AFR-22_MOHC-HadGEM2-ES_rcp85_r1i1p1_CLMcom-KIT-CCLM5-0-15_v1,projection,/gpfs/external/IPCC/2018_IPCC/data/CORDEX/interp/ncml/cordex/output/AFR-22/CLMcom-KIT/MOHC-HadGEM2-ES/rcp85/CLMcom-KIT-CCLM5-0-15/v1/day/CORDEX_output_AFR-22_MOHC-HadGEM2-ES_rcp85_r1i1p1_CLMcom-KIT-CCLM5-0-15_v1_day.ncml,CORDEX.dic
CORDEXi-AFR-22_MPI-M-MPI-ESM-LR_historical_r1i1p1_CLMcom-KIT-CCLM5-0-15_v1,projection,/gpfs/external/IPCC/2018_IPCC/data/CORDEX/interp/ncml/cordex/output/AFR-22/CLMcom-KIT/MPI-M-MPI-ESM-LR/historical/CLMcom-KIT-CCLM5-0-15/v1/day/CORDEX_output_AFR-22_MPI-M-MPI-ESM-LR_historical_r1i1p1_CLMcom-KIT-CCLM5-0-15_v1_day.ncml,CORDEX.dic
CORDEXi-AFR-22_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_CLMcom-KIT-CCLM5-0-15_v1,projection,/gpfs/external/IPCC/2018_IPCC/data/CORDEX/interp/ncml/cordex/output/AFR-22/CLMcom-KIT/MPI-M-MPI-ESM-LR/rcp26/CLMcom-KIT-CCLM5-0-15/v1/day/CORDEX_output_AFR-22_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_CLMcom-KIT-CCLM5-0-15_v1_day.ncml,CORDEX.dic
CORDEXi-AFR-22_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_CLMcom-KIT-CCLM5-0-15_v1,projection,/gpfs/external/IPCC/2018_IPCC/data/CORDEX/interp/ncml/cordex/output/AFR-22/CLMcom-KIT/MPI-M-MPI-ESM-LR/rcp85/CLMcom-KIT-CCLM5-0-15/v1/day/CORDEX_output_AFR-22_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_CLMcom-KIT-CCLM5-0-15_v1_day.ncml,CORDEX.dic
CORDEXi-AFR-22_NCC-NorESM1-M_historical_r1i1p1_CLMcom-KIT-CCLM5-0-15_v1,projection,/gpfs/external/IPCC/2018_IPCC/data/CORDEX/interp/ncml/cordex/output/AFR-22/CLMcom-KIT/NCC-NorESM1-M/historical/CLMcom-KIT-CCLM5-0-15/v1/day/CORDEX_output_AFR-22_NCC-NorESM1-M_historical_r1i1p1_CLMcom-KIT-CCLM5-0-15_v1_day.ncml,CORDEX.dic
CORDEXi-AFR-22_NCC-NorESM1-M_rcp26_r1i1p1_CLMcom-KIT-CCLM5-0-15_v1,projection,/gpfs/external/IPCC/2018_IPCC/data/CORDEX/interp/ncml/cordex/output/AFR-22/CLMcom-KIT/NCC-NorESM1-M/rcp26/CLMcom-KIT-CCLM5-0-15/v1/day/CORDEX_output_AFR-22_NCC-NorESM1-M_rcp26_r1i1p1_CLMcom-KIT-CCLM5-0-15_v1_day.ncml,CORDEX.dic
CORDEXi-AFR-22_NCC-NorESM1-M_rcp85_r1i1p1_CLMcom-KIT-CCLM5-0-15_v1,projection,/gpfs/external/IPCC/2018_IPCC/data/CORDEX/interp/ncml/cordex/output/AFR-22/CLMcom-KIT/NCC-NorESM1-M/rcp85/CLMcom-KIT-CCLM5-0-15/v1/day/CORDEX_output_AFR-22_NCC-NorESM1-M_rcp85_r1i1p1_CLMcom-KIT-CCLM5-0-15_v1_day.ncml,CORDEX.dic
CORDEXi-AFR-22_ECMWF-ERAINT_evaluation_r1i1p1_GERICS-REMO2015_v1,projection,/gpfs/external/IPCC/2018_IPCC/data/CORDEX/interp/ncml/cordex/output/AFR-22/GERICS/ECMWF-ERAINT/evaluation/GERICS-REMO2015/v1/day/CORDEX_output_AFR-22_ECMWF-ERAINT_evaluation_r1i1p1_GERICS-REMO2015_v1_day.ncml,CORDEX.dic
CORDEXi-AFR-22_MOHC-HadGEM2-ES_historical_r1i1p1_GERICS-REMO2015_v1,projection,/gpfs/external/IPCC/2018_IPCC/data/CORDEX/interp/ncml/cordex/output/AFR-22/GERICS/MOHC-HadGEM2-ES/historical/GERICS-REMO2015/v1/day/CORDEX_output_AFR-22_MOHC-HadGEM2-ES_historical_r1i1p1_GERICS-REMO2015_v1_day.ncml,CORDEX.dic
CORDEXi-AFR-22_MOHC-HadGEM2-ES_rcp26_r1i1p1_GERICS-REMO2015_v1,projection,/gpfs/external/IPCC/2018_IPCC/data/CORDEX/interp/ncml/cordex/output/AFR-22/GERICS/MOHC-HadGEM2-ES/rcp26/GERICS-REMO2015/v1/day/CORDEX_output_AFR-22_MOHC-HadGEM2-ES_rcp26_r1i1p1_GERICS-REMO2015_v1_day.ncml,CORDEX.dic
CORDEXi-AFR-22_MOHC-HadGEM2-ES_rcp85_r1i1p1_GERICS-REMO2015_v1,projection,/gpfs/external/IPCC/2018_IPCC/data/CORDEX/interp/ncml/cordex/output/AFR-22/GERICS/MOHC-HadGEM2-ES/rcp85/GERICS-REMO2015/v1/day/CORDEX_output_AFR-22_MOHC-HadGEM2-ES_rcp85_r1i1p1_GERICS-REMO2015_v1_day.ncml,CORDEX.dic
CORDEXi-AFR-22_MPI-M-MPI-ESM-LR_historical_r1i1p1_GERICS-REMO2015_v1,projection,/gpfs/external/IPCC/2018_IPCC/data/CORDEX/interp/ncml/cordex/output/AFR-22/GERICS/MPI-M-MPI-ESM-LR/historical/GERICS-REMO2015/v1/day/CORDEX_output_AFR-22_MPI-M-MPI-ESM-LR_historical_r1i1p1_GERICS-REMO2015_v1_day.ncml,CORDEX.dic
CORDEXi-AFR-22_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_GERICS-REMO2015_v1,projection,/gpfs/external/IPCC/2018_IPCC/data/CORDEX/interp/ncml/cordex/output/AFR-22/GERICS/MPI-M-MPI-ESM-LR/rcp26/GERICS-REMO2015/v1/day/CORDEX_output_AFR-22_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_GERICS-REMO2015_v1_day.ncml,CORDEX.dic
